Q9_1,Q9_2,Q9_3,HeadAcc,RawAX,RawAY,RawAZ,RawGX,RawGY,RawGZ,RawMX,RawMY,RawMZ,lon,lat,utc_datetime,ME
0.20393,-0.11577,0.53543,298,3458,1334,7397,16,-20,-15,-152,275,-189,,,2024-06-27T20:50:58.240Z,M
0.20415,-0.11588,0.53559,298,3390,1378,7319,11,-34,-9,-144,265,-184,,,2024-06-27T20:50:58.260Z,M
0.20429,-0.11585,0.53588,298,3486,1408,7419,4,-10,-18,-158,269,-183,,,2024-06-27T20:50:58.280Z,M
0.2043,-0.11579,0.53601,298,3538,1418,7371,2,-3,-15,-155,265,-187,,,2024-06-27T20:50:58.300Z,M
0.20426,-0.11563,0.53619,298,3460,1396,7441,5,8,-12,-157,268,-182,,,2024-06-27T20:50:58.320Z,M
0.20428,-0.11545,0.53641,298,3562,1384,7469,12,7,-11,-156,271,-178,,,2024-06-27T20:50:58.340Z,M
0.20421,-0.11530,0.53661,298,3476,1318,7405,3,9,-13,-152,268,-174,,,2024-06-27T20:50:58.360Z,M
0.20417,-0.11518,0.53682,298,3510,1282,7375,2,5,-15,-153,274,-183,,,2024-06-27T20:50:58.380Z,M
0.2041,-0.11498,0.53709,298,3532,1380,7395,3,14,-11,-151,274,-178,,,2024-06-27T20:50:58.400Z,M
0.20412,-0.11460,0.53741,298,3390,1356,7405,12,1,-20,-151,271,-181,,,2024-06-27T20:50:58.420Z,M
0.20423,-0.11457,0.53764,298,3488,1432,7483,9,-14,-9,-151,274,-183,,,2024-06-27T20:50:58.440Z,M
0.20437,-0.11465,0.53782,298,3532,1394,7491,6,-25,-12,-151,271,-188,,,2024-06-27T20:50:58.460Z,M
0.20457,-0.11471,0.53785,298,3492,1332,7461,13,-27,-23,-153,264,-176,,,2024-06-27T20:50:58.480Z,M
0.2049,-0.11479,0.53779,298,3432,1314,7421,22,-39,-33,-155,265,-184,,,2024-06-27T20:50:58.510Z,M
0.20522,-0.11485,0.53782,298,3466,1366,7379,22,-36,-27,-155,270,-179,,,2024-06-27T20:50:58.530Z,M
0.20538,-0.11490,0.53797,298,3494,1376,7405,10,-23,-13,-160,273,-182,,,2024-06-27T20:50:58.550Z,M
0.2053,-0.11490,0.53843,298,3476,1350,7357,-6,4,-3,-156,271,-183,,,2024-06-27T20:50:58.570Z,M
0.20526,-0.11493,0.53858,298,3442,1332,7373,-4,-4,-8,-151,261,-176,,,2024-06-27T20:50:58.590Z,M
0.2052,-0.11492,0.53865,298,3520,1372,7419,-4,-3,-15,-158,261,-183,,,2024-06-27T20:50:58.610Z,M
0.20522,-0.11491,0.53876,298,3530,1368,7475,1,-9,-19,-151,269,-181,,,2024-06-27T20:50:58.630Z,M
0.20534,-0.11498,0.53889,298,3454,1380,7417,6,-24,-11,-151,266,-178,,,2024-06-27T20:50:58.650Z,M
0.20543,-0.11502,0.5391,298,3464,1332,7339,5,-18,-10,-149,273,-177,,,2024-06-27T20:50:58.670Z,M
0.20542,-0.11499,0.53939,298,3554,1390,7371,0,-4,-5,-142,273,-177,,,2024-06-27T20:50:58.690Z,M
0.20538,-0.11492,0.53966,298,3500,1348,7457,2,1,-1,-158,269,-183,,,2024-06-27T20:50:58.710Z,M
0.20546,-0.11492,0.53993,298,3462,1350,7397,9,-17,-8,-158,258,-186,,,2024-06-27T20:50:58.730Z,M
0.2056,-0.11501,0.53998,298,3476,1334,7437,10,-25,-13,-153,258,-173,,,2024-06-27T20:50:58.750Z,M
0.20582,-0.11506,0.54004,298,3464,1388,7407,16,-28,-18,-161,269,-183,,,2024-06-27T20:50:58.770Z,M
0.20596,-0.11503,0.54006,298,3536,1352,7399,14,-14,-21,-158,261,-183,,,2024-06-27T20:50:58.790Z,M
0.20605,-0.11492,0.54026,298,3510,1386,7405,13,-4,-12,-157,275,-174,,,2024-06-27T20:50:58.810Z,M
0.2061,-0.11487,0.54045,298,3472,1386,7419,9,-7,-6,-157,265,-179,,,2024-06-27T20:50:58.830Z,M
0.20613,-0.11497,0.54067,298,3472,1326,7461,3,-19,4,-158,264,-186,,,2024-06-27T20:50:58.850Z,M
0.20625,-0.11504,0.54102,298,3526,1338,7351,7,-7,-6,-160,268,-174,,,2024-06-27T20:50:58.870Z,M
0.20624,-0.11487,0.54122,298,3504,1390,7339,9,8,-12,-157,270,-179,,,2024-06-27T20:50:58.890Z,M
0.20624,-0.11460,0.54142,298,3474,1396,7365,16,16,-11,-152,265,-184,,,2024-06-27T20:50:58.910Z,M
0.20618,-0.11444,0.54168,298,3486,1382,7521,6,9,-3,-155,268,-177,,,2024-06-27T20:50:58.930Z,M
0.20618,-0.11445,0.5419,298,3482,1394,7503,2,-10,-1,-161,269,-183,,,2024-06-27T20:50:58.950Z,M
0.20628,-0.11444,0.54198,298,3490,1340,7379,11,-13,-14,-157,260,-192,,,2024-06-27T20:50:58.970Z,M
0.20646,-0.11443,0.54208,298,3478,1340,7479,17,-20,-18,-156,271,-181,,,2024-06-27T20:50:58.990Z,M
0.20668,-0.11440,0.54247,298,3488,1380,7377,4,-3,-9,-153,277,-181,,,2024-06-27T20:50:59.010Z,M
0.20669,-0.11428,0.5427,298,3498,1414,7439,8,2,-6,-161,271,-186,,,2024-06-27T20:50:59.030Z,M
0.20672,-0.11414,0.54293,298,3432,1314,7399,11,0,-13,-155,275,-184,,,2024-06-27T20:50:59.050Z,M
0.20684,-0.11400,0.54303,298,3492,1352,7429,18,-5,-23,-151,266,-178,,,2024-06-27T20:50:59.070Z,M
0.20708,-0.11388,0.54303,298,3506,1350,7399,25,-14,-32,-152,265,-177,,,2024-06-27T20:50:59.090Z,M
0.20739,-0.11389,0.54296,298,3520,1332,7415,25,-31,-35,-155,265,-179,,,2024-06-27T20:50:59.110Z,M
0.20761,-0.11392,0.54303,298,3512,1426,7427,14,-27,-23,-160,275,-182,,,2024-06-27T20:50:59.130Z,M
0.20748,-0.11381,0.54346,298,3520,1394,7455,-1,3,3,-158,271,-173,,,2024-06-27T20:50:59.150Z,M
0.20746,-0.11382,0.54371,298,3554,1368,7449,-2,-10,-8,-160,281,-187,,,2024-06-27T20:50:59.170Z,M
0.20761,-0.11371,0.54392,298,3542,1364,7389,20,-8,-13,-166,279,-178,,,2024-06-27T20:50:59.190Z,M
0.20774,-0.11356,0.54403,298,3496,1352,7359,17,-5,-26,-151,271,-173,,,2024-06-27T20:50:59.210Z,M
0.20798,-0.11345,0.54406,298,3470,1324,7335,25,-16,-30,-164,271,-196,,,2024-06-27T20:50:59.230Z,M
0.20819,-0.11349,0.544,298,3460,1416,7409,15,-27,-27,-157,257,-184,,,2024-06-27T20:50:59.250Z,M
0.20838,-0.11375,0.5441,298,3532,1404,7461,4,-43,-5,-156,266,-181,,,2024-06-27T20:50:59.270Z,M
0.2085,-0.11387,0.54451,298,3454,1356,7341,6,-12,1,-152,268,-177,,,2024-06-27T20:50:59.290Z,M
0.20852,-0.11386,0.54469,298,3516,1346,7357,5,-7,-6,-155,265,-182,,,2024-06-27T20:50:59.310Z,M
0.20852,-0.11376,0.54484,298,3554,1412,7423,4,0,-16,-156,271,-176,,,2024-06-27T20:50:59.330Z,M
0.20852,-0.11363,0.54499,298,3536,1388,7401,9,4,-12,-156,264,-176,,,2024-06-27T20:50:59.350Z,M
0.20846,-0.11356,0.54507,298,3562,1360,7401,3,4,-11,-170,260,-184,,,2024-06-27T20:50:59.370Z,M
0.20854,-0.11350,0.54519,298,3456,1324,7417,14,-9,-12,-166,269,-178,,,2024-06-27T20:50:59.390Z,M
0.20871,-0.11350,0.54528,298,3528,1342,7367,18,-18,-13,-158,264,-166,,,2024-06-27T20:50:59.410Z,M
0.20881,-0.11339,0.54541,298,3474,1342,7383,14,-7,-21,-158,277,-178,,,2024-06-27T20:50:59.430Z,M
0.20879,-0.11312,0.54573,298,3496,1378,7493,7,-2,-15,-157,270,-182,,,2024-06-27T20:50:59.450Z,M
0.20881,-0.11314,0.54585,298,3492,1368,7441,4,-12,-9,-165,265,-187,,,2024-06-27T20:50:59.470Z,M
0.20887,-0.11314,0.54602,298,3462,1368,7399,7,-13,-8,-157,270,-182,,,2024-06-27T20:50:59.490Z,M
0.20892,-0.11304,0.54618,298,3470,1364,7351,10,-3,-13,-161,271,-181,,,2024-06-27T20:50:59.510Z,M
0.2089,-0.11305,0.54639,298,3470,1306,7387,2,-8,-4,-158,269,-171,,,2024-06-27T20:50:59.530Z,M
0.20895,-0.11301,0.54654,298,3454,1348,7417,10,-9,-9,-161,266,-183,,,2024-06-27T20:50:59.550Z,M
0.209,-0.11297,0.54668,298,3490,1376,7387,7,-8,-13,-155,268,-187,,,2024-06-27T20:50:59.570Z,M
0.20877,-0.11283,0.54708,298,3512,1354,7349,-6,12,-6,-153,266,-183,,,2024-06-27T20:50:59.590Z,M
0.20858,-0.11278,0.54733,298,3494,1384,7463,-10,8,1,-153,266,-183,,,2024-06-27T20:50:59.610Z,M
0.20859,-0.11278,0.54759,298,3508,1326,7429,3,-9,-2,-148,271,-178,,,2024-06-27T20:50:59.630Z,M
0.20868,-0.11286,0.54777,298,3518,1342,7443,6,-21,-6,-152,268,-172,,,2024-06-27T20:50:59.650Z,M
0.20877,-0.11295,0.54792,298,3498,1326,7431,5,-23,-9,-165,273,-179,,,2024-06-27T20:50:59.670Z,M
0.20889,-0.11308,0.54798,298,3478,1348,7403,5,-28,-12,-152,260,-177,,,2024-06-27T20:50:59.690Z,M
0.20894,-0.11318,0.54801,298,3448,1374,7349,-1,-21,-16,-162,265,-174,,,2024-06-27T20:50:59.710Z,M
0.20886,-0.11312,0.54838,298,3484,1346,7435,4,-3,-5,-146,264,-181,,,2024-06-27T20:50:59.730Z,M
0.2089,-0.11298,0.54865,298,3492,1374,7439,12,0,-8,-144,275,-182,,,2024-06-27T20:50:59.750Z,M
0.20894,-0.11292,0.54885,298,3490,1318,7425,8,-8,-12,-149,270,-177,,,2024-06-27T20:50:59.770Z,M
0.20901,-0.11295,0.54892,298,3522,1328,7423,5,-16,-19,-152,265,-184,,,2024-06-27T20:50:59.790Z,M
0.20904,-0.11305,0.54901,298,3502,1350,7363,-3,-19,-13,-156,266,-176,,,2024-06-27T20:50:59.810Z,M
0.209,-0.11311,0.54909,298,3538,1382,7359,0,-5,-8,-164,261,-171,,,2024-06-27T20:50:59.830Z,M
0.20889,-0.11303,0.54936,298,3526,1402,7445,-5,4,-6,-153,279,-183,,,2024-06-27T20:50:59.850Z,M
0.20871,-0.11310,0.54993,298,3466,1314,7411,-5,-9,5,-152,270,-187,,,2024-06-27T20:50:59.870Z,M
0.20875,-0.11304,0.55008,298,3446,1270,7431,9,-8,-15,-153,269,-183,,,2024-06-27T20:50:59.890Z,M
0.20885,-0.11300,0.55011,298,3468,1322,7371,14,-11,-17,-158,258,-176,,,2024-06-27T20:50:59.910Z,M
0.20883,-0.11292,0.55015,298,3476,1386,7399,5,-1,-16,-162,260,-187,,,2024-06-27T20:50:59.930Z,M
0.20879,-0.11290,0.55035,298,3500,1396,7409,0,-3,-2,-151,266,-188,,,2024-06-27T20:50:59.950Z,M
0.20874,-0.11290,0.55058,298,3566,1324,7413,-2,-4,-4,-158,274,-188,,,2024-06-27T20:50:59.970Z,M
0.20863,-0.11289,0.55082,298,3454,1280,7407,-5,-1,-3,-156,271,-183,,,2024-06-27T20:50:59.990Z,M
0.20856,-0.11284,0.55107,298,3506,1312,7373,-2,0,-5,-153,274,-178,,,2024-06-27T20:51:00.010Z,M
0.2083,-0.11262,0.55162,298,3504,1294,7449,0,14,-2,-152,268,-184,,,2024-06-27T20:51:00.030Z,M
0.20819,-0.11250,0.55176,298,3480,1314,7495,1,8,-9,-155,260,-192,,,2024-06-27T20:51:00.050Z,M
0.20825,-0.11238,0.55187,298,3486,1312,7513,15,-3,-18,-151,266,-181,,,2024-06-27T20:51:00.070Z,M
0.20845,-0.11242,0.5518,298,3466,1302,7443,14,-27,-31,-161,266,-181,,,2024-06-27T20:51:00.090Z,M
0.20867,-0.11242,0.55182,298,3492,1338,7425,14,-27,-35,-151,279,-183,,,2024-06-27T20:51:00.110Z,M
0.20885,-0.11246,0.55183,298,3498,1372,7381,12,-25,-23,-172,270,-184,,,2024-06-27T20:51:00.130Z,M
0.2089,-0.11237,0.552,298,3440,1314,7371,11,-5,-12,-162,273,-184,,,2024-06-27T20:51:00.150Z,M
0.20862,-0.11219,0.55248,298,3504,1320,7489,-6,7,-1,-156,271,-181,,,2024-06-27T20:51:00.170Z,M
0.20874,-0.11227,0.55261,298,3480,1270,7489,9,-25,-11,-158,269,-183,,,2024-06-27T20:51:00.190Z,M
0.20898,-0.11233,0.55261,298,3524,1312,7315,16,-30,-28,-151,269,-176,,,2024-06-27T20:51:00.210Z,M
0.20908,-0.11230,0.55264,298,3484,1366,7349,9,-13,-24,-153,266,-181,,,2024-06-27T20:51:00.230Z,M
0.20899,-0.11217,0.55287,298,3490,1358,7329,1,10,-6,-164,274,-178,,,2024-06-27T20:51:00.250Z,M
0.20885,-0.11211,0.55311,298,3526,1362,7511,-3,7,4,-155,262,-177,,,2024-06-27T20:51:00.270Z,M
0.20897,-0.11212,0.55321,298,3480,1378,7463,9,-20,-17,-147,270,-182,,,2024-06-27T20:51:00.290Z,M
0.20936,-0.11224,0.5532,298,3526,1330,7439,16,-28,-22,-155,262,-187,,,2024-06-27T20:51:00.310Z,M
0.20955,-0.11228,0.55327,298,3514,1374,7305,14,-24,-18,-157,270,-169,,,2024-06-27T20:51:00.330Z,M
0.20968,-0.11227,0.55344,298,3502,1342,7309,12,-15,-11,-157,275,-182,,,2024-06-27T20:51:00.350Z,M
0.20979,-0.11226,0.55366,298,3442,1302,7395,15,-16,-2,-157,268,-184,,,2024-06-27T20:51:00.370Z,M
0.20987,-0.11225,0.5539,298,3516,1340,7433,11,-12,-1,-157,273,-184,,,2024-06-27T20:51:00.390Z,M
0.20999,-0.11229,0.55403,298,3496,1298,7459,12,-21,-10,-156,266,-186,,,2024-06-27T20:51:00.410Z,M
0.21014,-0.11234,0.55415,298,3514,1396,7397,10,-22,-11,-165,273,-174,,,2024-06-27T20:51:00.430Z,M
0.21021,-0.11244,0.55444,298,3540,1312,7397,5,-14,-7,-160,273,-182,,,2024-06-27T20:51:00.450Z,M
0.21016,-0.11248,0.55456,298,3516,1334,7419,1,-10,-10,-158,264,-186,,,2024-06-27T20:51:00.470Z,M
0.21025,-0.11249,0.55468,298,3506,1400,7387,6,-16,-14,-153,271,-181,,,2024-06-27T20:51:00.490Z,M
0.21023,-0.11251,0.5549,298,3530,1402,7357,0,-7,2,-161,269,-181,,,2024-06-27T20:51:00.510Z,M
0.21013,-0.11251,0.55519,298,3566,1314,7407,-3,0,7,-153,269,-173,,,2024-06-27T20:51:00.530Z,M
0.21008,-0.11255,0.55536,298,3548,1320,7431,-2,-12,-7,-143,266,-183,,,2024-06-27T20:51:00.550Z,M
0.21011,-0.11261,0.55563,298,3480,1334,7409,2,-16,3,-157,275,-179,,,2024-06-27T20:51:00.570Z,M
0.21029,-0.11254,0.55577,298,3534,1368,7445,15,-14,-19,-166,266,-181,,,2024-06-27T20:51:00.590Z,M
0.21042,-0.11241,0.55579,298,3538,1332,7387,17,-7,-30,-160,273,-179,,,2024-06-27T20:51:00.610Z,M
0.21055,-0.11227,0.55576,298,3502,1388,7375,17,-7,-33,-158,266,-183,,,2024-06-27T20:51:00.630Z,M
0.21062,-0.11208,0.5558,298,3556,1382,7355,16,4,-26,-155,265,-187,,,2024-06-27T20:51:00.650Z,M
0.21062,-0.11188,0.55598,298,3468,1356,7365,11,7,-17,-153,277,-171,,,2024-06-27T20:51:00.670Z,M
0.21062,-0.11173,0.55615,298,3486,1322,7433,10,3,-15,-151,269,-181,,,2024-06-27T20:51:00.690Z,M
0.21066,-0.11161,0.55629,298,3522,1304,7441,13,-1,-15,-162,270,-179,,,2024-06-27T20:51:00.710Z,M
0.21072,-0.11156,0.5564,298,3522,1342,7461,10,-10,-16,-152,268,-179,,,2024-06-27T20:51:00.730Z,M
0.21094,-0.11142,0.5565,298,3474,1366,7381,13,-9,-18,-165,275,-174,,,2024-06-27T20:51:00.750Z,M
0.21098,-0.11135,0.55666,298,3490,1322,7325,10,-5,-11,-148,266,-186,,,2024-06-27T20:51:00.770Z,M
0.21103,-0.11126,0.55679,298,3466,1344,7429,11,-5,-14,-151,266,-183,,,2024-06-27T20:51:00.790Z,M
0.21113,-0.11118,0.55692,298,3510,1348,7497,15,-10,-16,-156,271,-178,,,2024-06-27T20:51:00.810Z,M
0.2113,-0.11120,0.55698,298,3484,1314,7401,15,-23,-20,-152,268,-174,,,2024-06-27T20:51:00.830Z,M
0.21148,-0.11115,0.55701,298,3530,1382,7349,15,-17,-28,-157,273,-174,,,2024-06-27T20:51:00.860Z,M
0.21149,-0.11102,0.55715,298,3510,1346,7343,10,2,-14,-155,268,-167,,,2024-06-27T20:51:00.880Z,M
0.21118,-0.11054,0.55776,298,3486,1374,7445,4,26,-1,-149,270,-182,,,2024-06-27T20:51:00.900Z,M
0.21117,-0.11044,0.55797,298,3490,1360,7461,9,1,-2,-155,265,-174,,,2024-06-27T20:51:00.920Z,M
0.21116,-0.11043,0.55813,298,3526,1376,7363,2,-6,-7,-157,268,-182,,,2024-06-27T20:51:00.940Z,M
0.21115,-0.11035,0.5583,298,3492,1290,7411,8,-1,-11,-165,273,-172,,,2024-06-27T20:51:00.960Z,M
0.21127,-0.11016,0.55848,298,3502,1328,7403,24,0,-13,-153,271,-176,,,2024-06-27T20:51:00.980Z,M
0.21139,-0.11000,0.55854,298,3446,1318,7403,23,-4,-21,-151,261,-171,,,2024-06-27T20:51:01Z,M
0.21164,-0.10985,0.55868,298,3536,1296,7401,34,-11,-15,-155,270,-179,,,2024-06-27T20:51:01.020Z,M
0.21221,-0.10986,0.55874,298,3512,1372,7333,21,-39,-23,-148,269,-183,,,2024-06-27T20:51:01.040Z,M
0.21253,-0.11004,0.55872,298,3542,1352,7385,17,-46,-23,-160,268,-174,,,2024-06-27T20:51:01.060Z,M
0.21284,-0.11013,0.55872,298,3522,1360,7413,22,-38,-23,-161,269,-173,,,2024-06-27T20:51:01.080Z,M
0.21314,-0.11024,0.5587,298,3510,1448,7427,18,-39,-23,-153,266,-178,,,2024-06-27T20:51:01.100Z,M
0.21321,-0.11026,0.55884,298,3472,1402,7373,5,-17,-12,-153,271,-176,,,2024-06-27T20:51:01.120Z,M
0.21311,-0.11026,0.5591,298,3508,1368,7363,-7,-2,-3,-149,275,-184,,,2024-06-27T20:51:01.140Z,M
0.213,-0.11023,0.55933,298,3542,1364,7389,-4,1,-2,-162,270,-182,,,2024-06-27T20:51:01.160Z,M
0.21318,-0.11023,0.55964,298,3558,1350,7411,13,-18,-16,-160,273,-179,,,2024-06-27T20:51:01.180Z,M
0.21334,-0.11020,0.55972,298,3514,1350,7409,17,-18,-19,-147,265,-179,,,2024-06-27T20:51:01.200Z,M
0.21351,-0.11022,0.55976,298,3504,1376,7353,12,-23,-24,-148,269,-178,,,2024-06-27T20:51:01.220Z,M
0.21361,-0.11030,0.5598,298,3538,1406,7361,6,-22,-13,-162,262,-177,,,2024-06-27T20:51:01.240Z,M
0.21366,-0.11042,0.55994,298,3590,1392,7307,0,-20,-5,-158,269,-176,,,2024-06-27T20:51:01.260Z,M
0.21374,-0.11042,0.56006,298,3560,1380,7401,10,-13,-10,-162,268,-177,,,2024-06-27T20:51:01.280Z,M
0.21387,-0.11037,0.56017,298,3510,1310,7451,18,-13,-15,-155,268,-177,,,2024-06-27T20:51:01.300Z,M
0.21399,-0.11033,0.56038,298,3470,1400,7415,5,-15,-11,-158,269,-178,,,2024-06-27T20:51:01.320Z,M
0.21397,-0.11033,0.56049,298,3564,1380,7349,-2,-7,-15,-157,270,-177,,,2024-06-27T20:51:01.340Z,M
0.21401,-0.11035,0.56054,298,3532,1408,7345,4,-13,-15,-161,264,-181,,,2024-06-27T20:51:01.360Z,M
0.21413,-0.11035,0.56065,298,3554,1402,7387,13,-15,-10,-158,266,-178,,,2024-06-27T20:51:01.380Z,M
0.21427,-0.11044,0.56081,298,3522,1390,7389,10,-25,-5,-151,269,-176,,,2024-06-27T20:51:01.400Z,M
0.21425,-0.11053,0.56099,298,3498,1340,7407,0,-15,3,-165,265,-187,,,2024-06-27T20:51:01.420Z,M
0.21428,-0.11066,0.56113,298,3522,1328,7403,2,-21,0,-157,262,-177,,,2024-06-27T20:51:01.440Z,M
0.21433,-0.11068,0.56122,298,3518,1344,7375,5,-14,-13,-158,269,-176,,,2024-06-27T20:51:01.460Z,M
0.21447,-0.11062,0.56141,298,3564,1376,7323,10,-8,-15,-151,264,-173,,,2024-06-27T20:51:01.480Z,M
0.21452,-0.11064,0.56148,298,3480,1366,7413,8,-14,-9,-153,258,-181,,,2024-06-27T20:51:01.500Z,M
0.21458,-0.11070,0.56163,298,3548,1348,7421,5,-18,-6,-153,269,-176,,,2024-06-27T20:51:01.520Z,M
0.21478,-0.11084,0.56171,298,3534,1366,7375,12,-34,-10,-156,266,-176,,,2024-06-27T20:51:01.540Z,M
0.21495,-0.11083,0.56183,298,3596,1396,7377,17,-18,-14,-152,270,-189,,,2024-06-27T20:51:01.560Z,M
0.215,-0.11075,0.56198,298,3544,1396,7409,11,-5,-9,-158,266,-178,,,2024-06-27T20:51:01.580Z,M
0.21496,-0.11070,0.56216,298,3538,1312,7371,4,-1,-8,-151,269,-176,,,2024-06-27T20:51:01.600Z,M
0.21497,-0.11050,0.56232,298,3528,1400,7353,9,-7,-18,-156,261,-178,,,2024-06-27T20:51:01.620Z,M
0.21507,-0.11059,0.56231,298,3540,1406,7417,7,-23,-14,-157,257,-177,,,2024-06-27T20:51:01.640Z,M
0.21519,-0.11079,0.56239,298,3526,1392,7457,2,-35,-8,-158,269,-168,,,2024-06-27T20:51:01.660Z,M
0.21532,-0.11101,0.56248,298,3550,1360,7369,0,-37,-10,-148,269,-181,,,2024-06-27T20:51:01.680Z,M
0.21536,-0.11115,0.56265,298,3514,1346,7363,-3,-25,-5,-151,271,-178,,,2024-06-27T20:51:01.700Z,M
0.2153,-0.11124,0.56284,298,3538,1350,7375,-8,-13,-4,-153,271,-183,,,2024-06-27T20:51:01.720Z,M
0.21519,-0.11133,0.56308,298,3534,1342,7339,-10,-9,2,-151,269,-186,,,2024-06-27T20:51:01.740Z,M
0.21501,-0.11134,0.56362,298,3566,1360,7345,-6,-4,8,-151,274,-181,,,2024-06-27T20:51:01.760Z,M
0.21497,-0.11139,0.56383,298,3570,1332,7389,0,-8,6,-155,262,-177,,,2024-06-27T20:51:01.780Z,M
0.21503,-0.11151,0.56395,298,3570,1308,7333,6,-20,-1,-157,260,-177,,,2024-06-27T20:51:01.800Z,M
0.21521,-0.11163,0.564,298,3556,1316,7343,13,-31,-11,-153,264,-178,,,2024-06-27T20:51:01.820Z,M
0.21532,-0.11175,0.56399,298,3634,1326,7387,3,-26,-22,-152,265,-177,,,2024-06-27T20:51:01.840Z,M
0.21528,-0.11177,0.56416,298,3578,1406,7435,0,-7,-9,-153,274,-183,,,2024-06-27T20:51:01.860Z,M
0.21522,-0.11182,0.56428,298,3582,1352,7395,0,-11,-6,-157,265,-177,,,2024-06-27T20:51:01.880Z,M
0.21513,-0.11175,0.5647,298,3574,1360,7287,2,0,2,-155,270,-179,,,2024-06-27T20:51:01.900Z,M
0.21509,-0.11169,0.56489,298,3488,1298,7363,4,-2,-6,-153,269,-173,,,2024-06-27T20:51:01.920Z,M
0.21516,-0.11162,0.56501,298,3528,1322,7373,11,-10,-19,-149,273,-179,,,2024-06-27T20:51:01.940Z,M
0.21516,-0.11159,0.56512,298,3610,1336,7399,3,-6,-17,-153,271,-178,,,2024-06-27T20:51:01.960Z,M
0.21521,-0.11159,0.56524,298,3560,1328,7369,6,-12,-12,-151,266,-183,,,2024-06-27T20:51:01.980Z,M
0.21526,-0.11165,0.56529,298,3540,1368,7437,7,-17,-8,-164,261,-161,,,2024-06-27T20:51:02Z,M
0.21525,-0.11160,0.5654,298,3564,1312,7433,8,-3,-7,-153,261,-173,,,2024-06-27T20:51:02.020Z,M
0.21551,-0.11152,0.56548,298,3578,1262,7443,33,-19,-15,-165,270,-172,,,2024-06-27T20:51:02.040Z,M
0.21663,-0.11155,0.56544,298,3672,1316,7355,50,-53,-30,-162,270,-174,,,2024-06-27T20:51:02.060Z,M
0.21705,-0.11150,0.56546,298,3606,1300,7171,40,-31,-27,-160,273,-179,,,2024-06-27T20:51:02.080Z,M
0.21714,-0.11122,0.56553,298,3642,1342,7265,25,11,-27,-157,268,-179,,,2024-06-27T20:51:02.100Z,M
0.21711,-0.11095,0.56569,298,3534,1416,7445,15,14,-16,-162,273,-179,,,2024-06-27T20:51:02.120Z,M
0.21718,-0.11082,0.5658,298,3532,1460,7537,17,-4,-11,-155,262,-182,,,2024-06-27T20:51:02.140Z,M
0.21741,-0.11086,0.56585,298,3572,1450,7473,19,-28,-15,-157,268,-172,,,2024-06-27T20:51:02.160Z,M
0.21766,-0.11079,0.56594,298,3556,1404,7319,26,-20,-18,-153,271,-173,,,2024-06-27T20:51:02.180Z,M
0.21765,-0.11045,0.56623,298,3538,1324,7269,3,10,-12,-165,265,-179,,,2024-06-27T20:51:02.200Z,M
0.21758,-0.11050,0.56636,298,3502,1428,7379,-11,-12,-15,-149,275,-189,,,2024-06-27T20:51:02.220Z,M
0.2175,-0.11040,0.56644,298,3582,1362,7435,1,4,-20,-156,266,-183,,,2024-06-27T20:51:02.240Z,M
0.21759,-0.11070,0.56658,298,3586,1454,7527,-11,-44,-7,-156,279,-188,,,2024-06-27T20:51:02.260Z,M
0.21759,-0.11111,0.56674,298,3612,1348,7321,-22,-44,1,-155,273,-177,,,2024-06-27T20:51:02.280Z,M
0.21738,-0.11137,0.56694,298,3568,1362,7325,-32,-18,0,-156,274,-178,,,2024-06-27T20:51:02.300Z,M
0.21716,-0.11157,0.56712,298,3568,1358,7345,-25,-10,6,-161,264,-178,,,2024-06-27T20:51:02.320Z,M
0.21696,-0.11189,0.56741,298,3538,1318,7379,-9,-19,-7,-151,266,-171,,,2024-06-27T20:51:02.340Z,M
0.21707,-0.11200,0.56746,298,3564,1306,7351,7,-26,-14,-158,266,-176,,,2024-06-27T20:51:02.360Z,M
0.21725,-0.11190,0.56748,298,3604,1308,7275,22,-12,-27,-151,269,-183,,,2024-06-27T20:51:02.380Z,M
0.21738,-0.11176,0.56752,298,3554,1348,7347,20,-7,-24,-151,266,-178,,,2024-06-27T20:51:02.400Z,M
0.21753,-0.11169,0.56763,298,3586,1372,7429,17,-15,-21,-148,274,-186,,,2024-06-27T20:51:02.420Z,M
0.21773,-0.11162,0.56767,298,3632,1326,7431,24,-17,-22,-158,266,-181,,,2024-06-27T20:51:02.440Z,M
0.21789,-0.11158,0.56766,298,3586,1340,7367,21,-15,-18,-165,260,-184,,,2024-06-27T20:51:02.460Z,M
0.21808,-0.11159,0.56783,298,3602,1412,7279,6,-14,-12,-162,265,-179,,,2024-06-27T20:51:02.480Z,M
0.21807,-0.11155,0.56794,298,3544,1368,7309,5,-5,-10,-158,266,-181,,,2024-06-27T20:51:02.500Z,M
0.21801,-0.11159,0.56808,298,3532,1328,7337,-3,-4,-11,-152,268,-182,,,2024-06-27T20:51:02.520Z,M
0.218,-0.11159,0.56823,298,3610,1356,7463,2,-10,-11,-147,270,-187,,,2024-06-27T20:51:02.540Z,M
0.21801,-0.11166,0.56831,298,3646,1290,7405,-2,-16,-17,-156,271,-181,,,2024-06-27T20:51:02.560Z,M
0.21798,-0.11163,0.56834,298,3580,1344,7349,4,-4,-15,-156,258,-173,,,2024-06-27T20:51:02.580Z,M
